1,1.03542,1.07209,1.07211,1.14237,1.30499,1.30501,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.60739,3.60741,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
4896.3617,4459.0337,4060.8442,4068.789,3430.9743,2399.9537,2406.7063,1656.4448,744.29545,609.01948,786.30002,534.75041,542.01639,378.68261,380.5518,322.88468,191.78341,193.09792,144.32887,140.4516,283.06449,163.38674,100.15048,45.517434,24.286318,7.5238896,3.2135385,0.95239429,0.40399938,0.21329005,0.13185481,0.071146344,0.052230841,0.042230304,0.041993043,0.0435766,0.044393653,0.044543042,0.044284194,0.043181772,0.041766343,0.039896514,0.038130207,0.035129953,0.030933327,0.028240157,0.026414348,0.02512025,0.023446664,0.022439431,0.021154963,0.020589285
