# TOPAS Version: 3.7
# Parameter File: TestingDose1.txt
# Results for scorer TestingDose1
# Scored in component: Phantom
# X in 50 bins of 0.1 cm
# Y in 50 bins of 0.1 cm
# Z in 50 bins of 0.1 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 5.030763805535798e-09
0, 0, 1, 8.21546830565012e-09
0, 0, 2, 4.490582572458379e-09
0, 0, 3, 3.310358209773767e-08
0, 0, 4, 2.442290147897097e-09
0, 0, 5, 6.215216785676603e-09
0, 0, 6, 9.464426575789275e-09
0, 0, 7, 6.608532387986088e-09
0, 0, 8, 1.056157206136277e-08
0, 0, 9, 9.283701807305533e-09
0, 0, 10, 2.135012167059358e-09
0, 0, 11, 1.138900707076118e-08
0, 0, 12, 1.160263707333797e-08
0, 0, 13, 0
0, 0, 14, 1.226586565650223e-08
0, 0, 15, 8.022169595278683e-09
0, 0, 16, 7.222715758814502e-09
0, 0, 17, 1.300288676731043e-08
0, 0, 18, 1.217134038000722e-08
0, 0, 19, 2.423824918551531e-09
0, 0, 20, 1.652580827737893e-08
0, 0, 21, 2.762007511591946e-09
0, 0, 22, 1.278825401129779e-08
0, 0, 23, 7.43081951526392e-09
0, 0, 24, 6.024870824461459e-09
0, 0, 25, 6.952880049482246e-09
0, 0, 26, 5.591377583158419e-09
0, 0, 27, 6.789096396175864e-09
0, 0, 28, 8.835106868332332e-09
0, 0, 29, 1.023071050099134e-08
0, 0, 30, 8.696983577749506e-09
0, 0, 31, 6.331294155614842e-09
0, 0, 32, 4.924040730713841e-09
0, 0, 33, 2.439062996018038e-08
0, 0, 34, 5.693440829901419e-09
0, 0, 35, 9.788135635346862e-09
0, 0, 36, 9.969397751774522e-09
0, 0, 37, 2.408174282209075e-08
0, 0, 38, 7.907280163976793e-09
0, 0, 39, 8.850508770308352e-09
0, 0, 40, 1.02699821979968e-08
0, 0, 41, 2.966734857778874e-09
0, 0, 42, 1.004522021119669e-09
0, 0, 43, 1.004015359740151e-08
0, 0, 44, 1.963557982875841e-09
0, 0, 45, 4.986829615916122e-09
0, 0, 46, 2.080910732615848e-08
0, 0, 47, 1.813527283900385e-08
0, 0, 48, 2.145509103712584e-09
0, 0, 49, 5.246040490902715e-09
0, 1, 0, 7.294631121368411e-09
0, 1, 1, 1.263110682714341e-08
0, 1, 2, 2.105378094086063e-09
0, 1, 3, 2.173570834429484e-08
0, 1, 4, 2.377409158427213e-09
0, 1, 5, 6.321708045931018e-09
0, 1, 6, 2.716999958352062e-09
0, 1, 7, 3.631430267603264e-09
0, 1, 8, 1.513032366062816e-08
0, 1, 9, 1.820778194883133e-09
0, 1, 10, 4.832157340928234e-09
0, 1, 11, 1.397187432417013e-08
0, 1, 12, 7.932142942479459e-09
0, 1, 13, 1.276070982214605e-08
0, 1, 14, 7.56653051325884e-09
0, 1, 15, 1.139729199906014e-08
0, 1, 16, 1.353769274459182e-08
0, 1, 17, 3.787539171185017e-10
0, 1, 18, 2.313516134222482e-08
0, 1, 19, 1.375368796630028e-08
0, 1, 20, 2.801862519774545e-09
0, 1, 21, 8.475870560964438e-10
0, 1, 22, 3.173462159722362e-09
0, 1, 23, 2.783901287273238e-08
0, 1, 24, 9.300099357290037e-09
0, 1, 25, 3.993902097931823e-09
0, 1, 26, 1.254185022503407e-08
0, 1, 27, 7.655857281463341e-09
0, 1, 28, 5.86362558507858e-09
0, 1, 29, 5.349333864757e-09
0, 1, 30, 9.771857101270598e-09
0, 1, 31, 1.858475151550465e-08
0, 1, 32, 1.282083772480291e-09
0, 1, 33, 4.020225485845685e-09
0, 1, 34, 7.760744935580988e-09
0, 1, 35, 4.641383721804004e-09
0, 1, 36, 1.113828140830719e-08
0, 1, 37, 6.067403246490244e-10
0, 1, 38, 5.455113694097236e-09
0, 1, 39, 5.928732171867068e-09
0, 1, 40, 3.676751791914512e-09
0, 1, 41, 1.230705493071582e-08
0, 1, 42, 4.701837807985498e-10
0, 1, 43, 2.379821895104328e-09
0, 1, 44, 5.816981563100398e-09
0, 1, 45, 4.496825134481242e-09
0, 1, 46, 8.745971058488067e-09
0, 1, 47, 7.770176502219783e-09
0, 1, 48, 5.158184546161237e-09
0, 1, 49, 4.550099852451694e-09
0, 2, 0, 0
0, 2, 1, 1.163182794527984e-08
0, 2, 2, 5.137702707713743e-09
0, 2, 3, 0
0, 2, 4, 2.610917038126104e-09
0, 2, 5, 1.264643612053362e-09
0, 2, 6, 1.290084128413582e-08
0, 2, 7, 5.969486238655008e-09
0, 2, 8, 1.15158407254512e-08
0, 2, 9, 6.612478564704816e-09
0, 2, 10, 1.495807033791152e-08
0, 2, 11, 6.484262460304535e-09
0, 2, 12, 1.153879303217309e-08
0, 2, 13, 1.562758278339516e-08
0, 2, 14, 3.474486476306993e-09
0, 2, 15, 6.124774021287749e-09
0, 2, 16, 7.252975997573685e-09
0, 2, 17, 1.27358026347224e-08
0, 2, 18, 8.401909390443052e-09
0, 2, 19, 2.450823100019761e-09
0, 2, 20, 9.047650628701831e-09
0, 2, 21, 1.565308416218159e-08
0, 2, 22, 1.630527712848107e-08
0, 2, 23, 1.000979654719458e-08
0, 2, 24, 6.403806374066789e-09
0, 2, 25, 1.063377386145703e-08
0, 2, 26, 1.622628786890346e-08
0, 2, 27, 2.027036094531809e-09
0, 2, 28, 7.011330183104292e-09
0, 2, 29, 3.259039427216948e-10
0, 2, 30, 3.767630651907439e-09
0, 2, 31, 3.446413376906321e-09
0, 2, 32, 9.172484993769103e-09
0, 2, 33, 8.420768971006964e-09
0, 2, 34, 1.294477058877419e-08
0, 2, 35, 6.868767332690595e-09
0, 2, 36, 1.056386444986401e-08
0, 2, 37, 1.097928592486141e-08
0, 2, 38, 1.225504053792292e-08
0, 2, 39, 1.317239295417494e-08
0, 2, 40, 1.505036628657308e-08
0, 2, 41, 1.616424505357372e-08
0, 2, 42, 8.894885383803341e-10
0, 2, 43, 2.844436242099846e-09
0, 2, 44, 9.875629203293101e-09
0, 2, 45, 6.205279845516998e-09
0, 2, 46, 7.195072093679755e-09
0, 2, 47, 7.577432903360659e-09
0, 2, 48, 1.068636290568747e-08
0, 2, 49, 6.291048237905272e-10
0, 3, 0, 1.244954361823147e-08
0, 3, 1, 1.75709971017568e-08
0, 3, 2, 4.185069180095979e-09
0, 3, 3, 6.569256694177739e-09
0, 3, 4, 1.600687404845758e-08
0, 3, 5, 1.328135645906059e-08
0, 3, 6, 1.861099185873627e-08
0, 3, 7, 8.15652612118356e-09
0, 3, 8, 6.270157282273203e-09
0, 3, 9, 8.128333561785439e-09
0, 3, 10, 8.225472747369622e-09
0, 3, 11, 7.597114937141214e-09
0, 3, 12, 8.53481196827488e-09
0, 3, 13, 1.761805989985987e-08
0, 3, 14, 9.204339512791648e-09
0, 3, 15, 1.703736884905993e-08
0, 3, 16, 1.930134452265975e-08
0, 3, 17, 2.083740824332381e-08
0, 3, 18, 2.84039138875869e-08
0, 3, 19, 8.385740102312411e-09
0, 3, 20, 1.546558880960447e-09
0, 3, 21, 3.643237267425548e-09
0, 3, 22, 7.738202079110579e-09
0, 3, 23, 1.024420814843552e-08
0, 3, 24, 6.799406815360953e-09
0, 3, 25, 1.222574841364121e-08
0, 3, 26, 8.744897250778649e-09
0, 3, 27, 1.192654597303999e-08
0, 3, 28, 8.892016012396198e-09
0, 3, 29, 1.125200466134402e-08
0, 3, 30, 1.053706011333588e-08
0, 3, 31, 2.153291767115206e-08
0, 3, 32, 1.458978982071812e-08
0, 3, 33, 1.904794988405456e-09
0, 3, 34, 5.63698732136686e-09
0, 3, 35, 3.984844010318511e-09
0, 3, 36, 1.422721940258498e-08
0, 3, 37, 7.87595233475713e-09
0, 3, 38, 5.281784787314336e-09
0, 3, 39, 7.86925902218627e-09
0, 3, 40, 4.019275579025816e-09
0, 3, 41, 7.697009252183307e-09
0, 3, 42, 3.826050587463214e-09
0, 3, 43, 4.797736430361965e-09
0, 3, 44, 6.52429310576963e-09
0, 3, 45, 6.738682500895266e-09
0, 3, 46, 1.304682228919773e-08
0, 3, 47, 1.551897454987738e-08
0, 3, 48, 1.775363500655658e-08
0, 3, 49, 5.441847861220594e-09
0, 4, 0, 9.021455582569615e-09
0, 4, 1, 7.617687813876728e-09
0, 4, 2, 2.34441230873017e-08
0, 4, 3, 1.036526864339748e-08
0, 4, 4, 8.001876494745375e-09
0, 4, 5, 1.123794390878174e-08
0, 4, 6, 6.781340822215043e-09
0, 4, 7, 5.14384179695071e-09
0, 4, 8, 1.080652989315922e-08
0, 4, 9, 1.69591949372716e-08
0, 4, 10, 1.008633088162014e-08
0, 4, 11, 1.764555968009063e-08
0, 4, 12, 1.079951417182201e-08
0, 4, 13, 4.157230559798109e-09
0, 4, 14, 1.493507895133916e-08
0, 4, 15, 4.937248387903992e-09
0, 4, 16, 8.446238375370285e-09
0, 4, 17, 1.564448126600837e-08
0, 4, 18, 9.876010231835153e-09
0, 4, 19, 9.180066484759664e-09
0, 4, 20, 3.984910623699989e-09
0, 4, 21, 6.158935583755465e-09
0, 4, 22, 1.188788534278729e-08
0, 4, 23, 6.93323087830322e-09
0, 4, 24, 4.113473561773162e-09
0, 4, 25, 1.322048071017434e-08
0, 4, 26, 2.254299857895603e-08
0, 4, 27, 5.449156237347097e-09
0, 4, 28, 2.694816991777316e-08
0, 4, 29, 9.01981156431475e-09
0, 4, 30, 1.032717023008445e-08
0, 4, 31, 5.588140616907822e-09
0, 4, 32, 4.712053858213494e-09
0, 4, 33, 1.813836014719072e-08
0, 4, 34, 1.317106068654539e-08
0, 4, 35, 6.204802449616409e-09
0, 4, 36, 5.611149322959363e-09
0, 4, 37, 0
0, 4, 38, 1.723073950188336e-08
0, 4, 39, 7.724465511671497e-09
0, 4, 40, 6.685034303899329e-09
0, 4, 41, 5.015383663931061e-09
0, 4, 42, 1.692317930235276e-08
0, 4, 43, 9.481998297644623e-09
0, 4, 44, 6.53960396945763e-09
0, 4, 45, 5.302249306282647e-09
0, 4, 46, 2.369560991866138e-09
0, 4, 47, 8.008076868293301e-09
0, 4, 48, 2.148873434748566e-08
0, 4, 49, 6.961391019189023e-09
0, 5, 0, 5.868742380954473e-09
0, 5, 1, 1.623776807457844e-10
0, 5, 2, 1.958372664034869e-08
0, 5, 3, 8.27648261036984e-09
0, 5, 4, 4.419005605882376e-09
0, 5, 5, 1.551839545754774e-08
0, 5, 6, 3.953321581207092e-08
0, 5, 7, 8.526084727122907e-09
0, 5, 8, 2.669389687071089e-08
0, 5, 9, 2.307333879514317e-08
0, 5, 10, 6.020526743810706e-09
0, 5, 11, 1.283326778178662e-08
0, 5, 12, 5.216476584024576e-09
0, 5, 13, 1.54119348394488e-08
0, 5, 14, 2.784056185589634e-08
0, 5, 15, 1.521694059647416e-08
0, 5, 16, 1.114665870716181e-08
0, 5, 17, 1.60950115457581e-08
0, 5, 18, 9.593945193842046e-09
0, 5, 19, 5.531318514329087e-09
0, 5, 20, 7.186577555273743e-09
0, 5, 21, 3.491979150282987e-09
0, 5, 22, 6.846753386469118e-09
0, 5, 23, 2.238049923164454e-08
0, 5, 24, 9.933398104067237e-09
0, 5, 25, 1.856528442090166e-08
0, 5, 26, 1.709844377195679e-09
0, 5, 27, 3.512049984166765e-09
0, 5, 28, 5.347026377222619e-09
0, 5, 29, 1.5627684035735e-08
0, 5, 30, 1.375199065734023e-08
0, 5, 31, 1.543852867769147e-08
0, 5, 32, 2.9139686219537e-08
0, 5, 33, 9.149616175818664e-09
0, 5, 34, 2.471782334367845e-09
0, 5, 35, 2.916152830323426e-08
0, 5, 36, 1.76350489766719e-08
0, 5, 37, 1.475755784241528e-08
0, 5, 38, 1.458509224505633e-08
0, 5, 39, 1.626546541899643e-08
0, 5, 40, 1.042308728216312e-08
0, 5, 41, 8.185648603387108e-09
0, 5, 42, 2.621374584066416e-08
0, 5, 43, 1.842058416912096e-08
0, 5, 44, 1.265177562714825e-08
0, 5, 45, 5.914047473964956e-09
0, 5, 46, 1.176813224645912e-08
0, 5, 47, 2.934069698312669e-08
0, 5, 48, 4.572640488476054e-09
0, 5, 49, 1.095400392614465e-08
0, 6, 0, 2.002475341100762e-08
0, 6, 1, 7.813557800773197e-09
0, 6, 2, 1.168883034807777e-08
0, 6, 3, 2.45169768930964e-08
0, 6, 4, 2.258262377097253e-08
0, 6, 5, 5.619049670002596e-09
0, 6, 6, 6.199176727506028e-09
0, 6, 7, 1.229792001566921e-08
0, 6, 8, 8.807250928555277e-09
0, 6, 9, 7.657113165748797e-09
0, 6, 10, 1.402899663105472e-08
0, 6, 11, 1.243622094193597e-08
0, 6, 12, 1.50111478802728e-08
0, 6, 13, 7.334229668032322e-09
0, 6, 14, 1.888580136721885e-08
0, 6, 15, 1.60617616984382e-08
0, 6, 16, 1.345550071363277e-08
0, 6, 17, 1.74306702405147e-08
0, 6, 18, 2.408639065976104e-09
0, 6, 19, 1.265673077455176e-08
0, 6, 20, 9.855093630051215e-09
0, 6, 21, 2.813309762927929e-08
0, 6, 22, 1.10568265654365e-08
0, 6, 23, 1.834989049598335e-08
0, 6, 24, 1.53901407173862e-08
0, 6, 25, 1.577818231623951e-08
0, 6, 26, 1.344199240804755e-08
0, 6, 27, 9.555185087606333e-09
0, 6, 28, 1.448361519607033e-08
0, 6, 29, 1.424159368212941e-08
0, 6, 30, 9.84610259990859e-09
0, 6, 31, 1.378265412910196e-08
0, 6, 32, 3.028642225899603e-09
0, 6, 33, 1.170599173150322e-08
0, 6, 34, 8.818759056339331e-09
0, 6, 35, 1.99030321113014e-08
0, 6, 36, 7.67315722072226e-09
0, 6, 37, 1.023980011893855e-08
0, 6, 38, 7.747181562933747e-09
0, 6, 39, 9.151214896974125e-09
0, 6, 40, 5.635206523635361e-09
0, 6, 41, 6.031127153249827e-09
0, 6, 42, 1.041953101577064e-08
0, 6, 43, 2.74183129533867e-08
0, 6, 44, 1.428906948319764e-08
0, 6, 45, 3.387158109546817e-09
0, 6, 46, 4.389097529866604e-09
0, 6, 47, 2.407287347239162e-08
0, 6, 48, 7.610109875599846e-09
0, 6, 49, 5.5910476248755e-09
0, 7, 0, 9.876249151830052e-09
0, 7, 1, 1.365130941621828e-08
0, 7, 2, 1.039704766725436e-08
0, 7, 3, 1.138027361236027e-08
0, 7, 4, 1.390441450865865e-08
0, 7, 5, 7.800059487195199e-10
0, 7, 6, 5.721572549077791e-09
0, 7, 7, 6.328922719234242e-09
0, 7, 8, 1.103788349610113e-08
0, 7, 9, 7.979538807489917e-09
0, 7, 10, 2.022548351021669e-08
0, 7, 11, 1.076590816495582e-08
0, 7, 12, 5.09085396060982e-09
0, 7, 13, 8.371084270208939e-09
0, 7, 14, 3.651610214205903e-08
